회사명,제목,링크,지역,경력,학력,고용형태,마감일,직무분야,기타정보
(주)동구바이오제약,동구바이오제약 부문별 수시채용 모집(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49475432&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,서울 송파구,경력,학력무관,정규직,~ 12/08(일),"총무, 영업, 영업지원, 관리회계, 기업회계 외                    수정일 24/11/26",상품기획·MD 지원 TOP100
(주)알레르망,2024년 하반기 수시 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49305952&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,서울 강남구,신입·경력,대졸↑,정규직,~ 12/31(화),"점포개발, 인사, 인사행정, 인사기획, 총무 외                    수정일 24/11/27",상품기획·MD 지원 TOP100
(주)위버시스템즈,신입/경력사원 채용 모집(경영지원/유선 네트워크 엔지니어/보안 엔지니어),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49447399&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,서울 서초구,신입·경력,학력무관,정규직,~ 12/08(일),"총무, 영업, 영업관리, 거래처관리, 영업직 외                    수정일 24/11/21",기획·전략 스크랩 급상승
(주)필텍,(주)필텍 경리사원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49477289&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 광명시,경력무관,학력무관,정규직,~ 01/25(토),"영업관리, 매출관리, 영업지원, 더존, 관리회계 외                    수정일 24/11/26",인기있는
한국코러스(주),한국코러스(주) 서울사무소 회계팀 사원~과장급 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49470166&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,서울 영등포구,경력2년↑,학력무관,정규직,~ 12/26(목),"인사, 경영지원, 공인회계사, 전산회계, 관리회계 외                    등록일 24/11/26",교육 지원 TOP100
(주)티엑스알로보틱스,2024년 하반기 상시채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49424016&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 부천시,경력무관,학력무관,정규직,~ 12/08(일),"채용담당자, 채용공고관리, 인사, 인사행정, 인사기획 외                    수정일 24/11/25",IT개발·데이터 조회 TOP100
아시아나에어포트(주),2024년 무안공항 지상조업직 신입사원 채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49476264&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,전남 무안군,신입,고졸↑,계약직,~ 12/08(일),"지상조업, 적재/하역, 항공운송, 적재/하역, 화물관리 외                    수정일 24/11/27","평균연봉 6,000 이상"
(주)아이아이컴바인드,[탬버린즈] 직영점 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49462006&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,서울전체,경력무관,학력무관,정규직,~ 12/24(화),"영업, 판매직, 잡화판매, 화장품판매, 매장관리 외                    수정일 24/11/25",인기있는
한양이엔지(주),[품질/사무 신입/경력 채용 모집],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49419710&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,대전 유성구,경력무관,초대졸↑,기간제·무기계약직,~ 12/18(수),"경리, 경리사무원, 더존, 계산서발행, 세무회계 외                    수정일 24/11/27",인기있는
(주)비락,(주)비락 대구공장 생산2팀 신입사원(5급) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49411815&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,대구 달성군,신입,고졸↑,정규직,~ 12/15(일),"단순생산직, 외관검사원, 품질검사원, 제조가공, 기타제조업 등록일 24/11/15",인기있는
(주)비락,(주)비락 대구공장 생산1팀 신입사원(5급) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49411808&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,대구 달성군,신입,고졸↑,정규직,~ 12/15(일),"단순생산직, 외관검사원, 품질검사원, 제조가공, 기타제조업 등록일 24/11/15",인기있는
에이엠(주),에이엠㈜ 신입/경력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49452884&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 과천시,신입·경력,대졸↑,정규직,~ 12/21(토),"기술지원, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, 보안컨설팅 외                    수정일 24/11/22",평균연봉 상위 10%
(주)비티에스투,부산은행 본점 파견직 임원비서 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49467996&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,부산 남구,경력무관,고졸↑,파견직,~ 12/02(월),"비서, 송무비서, 수행비서, 임원비서, 사무보조 외                    등록일 24/11/25",총무·법무·사무 지원 급상승
(주)휴온스바이오파마,[휴온스바이오파마] 2024년 품질관리부 품질보증부 수시채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49432288&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,충북 제천시,경력무관,초대졸↑,정규직·계약직,~ 12/15(일),"RA, 인증심사원, 제약/바이오, 제약/바이오, 자재관리 외                    수정일 24/11/20",평균연봉 상위 10%
서울큰나무병원,"[서울큰나무병원] 사회복지사 채용 모집 (접수,수납 겸직)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49472824&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,서울 강서구,경력무관,학력무관,정규직,~ 12/26(목),"접수/예약, 사회복지사, 병원·진료 수정일 24/11/26",공공·복지 지원 TOP100
동안미소한의원,주 5일 동안미소한의원 직원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49430387&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,대전 서구,경력무관,학력무관,정규직,채용시,"사이트관리, 콘텐츠관리, 간호조무사, 한의원, 서비스기획 외                    수정일 24/11/19",의료 지원 급상승
(주)클라우드시큐어,2024 주식회사 클라우드시큐어 엔지니어 정규채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49464398&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,서울 강남구,경력무관,학력무관,정규직,~ 12/25(수),"보안컨설팅, 유지보수, 정보보안, SE(시스템엔지니어), 방화벽 외                    등록일 24/11/25",연봉상승률 30% 이상
대전광역시청소년성문화센터,2024년 대전광역시청소년성문화센터 직원 채용(모집) 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49440847&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,대전 중구,경력무관,초대졸↑,정규직,오늘마감,"간호사, 심리치료사, 돌봄교사, 보건강사, 보육교사 외                    수정일 24/11/25",공공·복지 지원 TOP100
한국특수코팅,경력무관 - 조립생산직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49282915&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경남 창원시,경력무관,학력무관,정규직,오늘마감,"단순생산직, 금속재료 등록일 24/10/28",인기있는
아시아나에어포트(주),2024년 지상조업직 신입사원 채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49440494&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,인천 중구,신입,고졸↑,계약직,~ 12/05(목),"항공운송, 적재/하역, 항공운송 수정일 24/11/22",운전·운송·배송 지원 TOP100
아시아나에어포트(주),2024년 무안공항 지상조업직 신입사원 채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49475971&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,전남 무안군,신입,고졸↑,계약직,~ 12/08(일),"항공운송, 적재/하역, 항공운송 등록일 24/11/26",운전·운송·배송 스크랩 TOP100
부산대학교병원,계약직(행정직) 공개채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49477541&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,부산 서구,경력무관,학력무관,계약직,~ 12/10(화),"병원행정사, 환자안내, 호스피스, 사업관리, 사회복지사 외                    수정일 24/11/27",
(주)디지타스,[디지타스] 사업운영실 사무직 사원 채용모집 (경력무관/문서),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49317202&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 안산시 단원구,경력무관,대졸↑,정규직,~ 12/01(일),"경영지원, 사무직, 문서작성, 사무보조, 사무행정 외                    수정일 24/11/27",인기있는
(주)기영에프앤비,[4.5일제] 회계팀 신규 채용 모집 (대리~과장),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49359407&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,서울 강남구,경력8년↑,초대졸↑,정규직,~ 11/30(토),"감사, 경리, 전산회계, IR/공시, 더존 외                    수정일 24/11/11",인기있는
(주)기영에프앤비,[4.5일제] 기영에프앤비 디자이너 신규 채용 모집 (대리~과장),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49439669&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,서울 강남구,경력1년↑,학력무관,정규직,~ 11/30(토),"광고디자인, 그래픽디자인, 로고디자인, 배너디자인, 브랜드디자인 외                    등록일 24/11/20",디자인 지원 TOP100
(주)핏콜라보,UX/UI 기획 및 디자인 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49470493&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,서울 서초구,경력무관,초대졸↑,정규직,~ 12/29(일),"모바일디자인, 앱디자인, UI/UX디자인, UI/UX, 산업디자인 외                    등록일 24/11/26",인기있는
(주)제이앤비컨설팅,(주)제이앤비컨설팅 본사 잡매니저 채용모집(경력무관/성별무관),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49474205&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,서울 영등포구,경력무관,초대졸↑,정규직,~ 12/26(목),"인사행정, 총무, 면접/인터뷰, 잡매니저, 아웃소싱 외                    수정일 24/11/26",사내 카페
(주)동양에이.케이코리아,"경영본부 관리팀 신입 (인사, 총무, 자재구매) 정규직 채용모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49187952&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,세종특별자치시,신입,대졸↑,정규직,채용시,"인사, 총무, 경영지원, 자재관리, 문서작성 외                    수정일 24/11/15",성과급/상여금
태성전기(주),태성전기(주) 인사·총무 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49437029&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경북 구미시,경력,학력무관,정규직,~ 12/20(금),"인사, 총무, 문서작성, 금속 수정일 24/11/20",인기있는
(주)다정,(주)다정 2024년 인재 채용 모집 (총무 회계 전산(erp)),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49371945&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 포천시,경력무관,학력무관,정규직,~ 12/11(수),"인사, 총무, 경리사무원, 전산회계, 관리회계 외                    등록일 24/11/11",워라밸
(주)협화산업,경영지원팀 인사·총무 경력 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49210153&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 안산시 단원구,경력1년↑,학력무관,정규직,~ 12/15(일),"인사, 총무, 경영지원, 기계, 자동차 외                    등록일 24/10/16",총무·법무·사무 스크랩 급상승
쿠팡풀필먼트서비스(유),[채용담당자] [쿠팡] CFS 채용팀 모집 (이천근무),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49150869&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 이천시,경력무관,학력무관,계약직,~ 12/07(토),"채용담당자, 채용공고관리, 인사행정, 사무직, 유통업 외                    등록일 24/10/08",급성장중
(주)상봉모터스,인사/총무 직원 채용모집 (현대·기아·타타 1차벤더/신입~경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49402361&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,전북 김제시,경력무관,고졸↑,정규직,~ 11/30(토),"인사, 인사행정, 총무, 경리, 자동차부품 등록일 24/11/14",
(주)조이푸드,[식품제조기업] 인사팀 총무업무 직원 즉시 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458906&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 성남시 중원구,경력 3~10년,초대졸↑,정규직,~ 12/24(화),"채용담당자, 채용공고관리, 인사, 인력관리, 인사행정 외                    등록일 24/11/24",급성장중
두성유통(주)김해휴게소,두성유통(주) 관리직 채용모집 (고속도로 휴게소 관리직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49322435&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경남 김해시,경력무관,학력무관,정규직,~ 12/02(월),"경영지원, 경리, ER(노무관리), 매장관리, 경영관리 외                    등록일 24/11/02",인기있는
(주)오토닉스,(주)오토닉스 2024년 하반기 상시채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49133298&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,서울 강서구,경력무관,대졸↑,정규직,상시채용,"총무, 영업, 거래처관리, 영업지원, 변리사 외                    수정일 24/10/07",연봉상승률 10% 이상
(주)삼현,[기술연구소] 연구기획 담당 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49475277&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경남 창원시,경력 4~8년,대졸↑,정규직,~ 01/25(토),"연구원, R&D, 자동차부품 등록일 24/11/26",
(주)동양환경,(주)동양환경 소각로 오퍼레이터 신규 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49372000&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,대전 대덕구,경력무관,고졸↑,정규직,~ 12/11(수),"크레인, 기계조작원, 생산, 제조, 석유화학 외                    등록일 24/11/11",유연근무제
(주)동양에이.케이코리아,A.K corporation [안전관리자] 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49359557&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,세종특별자치시,경력5년↑,대졸↑,정규직,채용시,"안전요원, 안전보건관리자, 안전관리자, 금속, 금속재료 수정일 24/11/15",인기있는
(주)한국정보기술단,디자이너 채용 모집 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49373134&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 과천시,경력3년↑,초대졸↑,정규직,~ 12/11(수),"그래픽디자인, 시각디자인, 일러스트레이터, 정보디자인, CI디자인 외                    수정일 24/11/27",
(주)오상헬스케어,(주)오상헬스케어 QA부 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49158097&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 안양시 동안구,경력무관,학력무관,정규직,~ 12/07(토),"인/허가, RA, 분자진단, 임상개발, 임상시험 외                    수정일 24/10/11",연봉상승률 10% 이상
(유)피피지코리아,외국계기업 PPGSSC 울산공장 EHS 매니저 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49242746&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,울산 남구,경력,대졸↑,정규직,채용시,"안전관리자, 환경관리자, 안전보건관리자, 안전관리, 보건관리 외                    등록일 24/10/22",평균연봉 상위 10%
(주)인터엠,"(주)인터엠 생산팀,자동화팀 정규직 채용모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49397893&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 양주시,경력무관,고졸↑,정규직,~ 12/14(토),"생산관리, 설비OP, 외관검사원, 자동화설계, 자동제어 외                    등록일 24/11/14",주거복지
덕산하이메탈(주),덕산하이메탈(주) 품질부문 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49358499&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,울산 북구,경력5년↑,대졸↑,정규직,~ 12/07(토),"품질관리, 품질보증, 공정관리, PCB 수정일 24/11/07",연봉상승률 10% 이상
디에스씨아이(주),[자동차부품회사] 품질.개발부 신입 및 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49141298&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 화성시,신입·경력,초대졸↑,정규직,~ 12/06(금),"생산관리, QA, QC, 품질관리, 생산 외                    등록일 24/10/07",스타트업
(주)다정,(주)다정 2024년 인재 채용 모집 (생산부 사원모집),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49402347&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 포천시,경력무관,학력무관,정규직,채용시,"생산관리, 생산, 제조, 배합, 포장 외                    등록일 24/11/14",워라밸
(주)파마리서치바이오,하반기 수시채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49196422&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,강원 강릉시,신입,초대졸↑,인턴직,채용시,"전기제어, 제약/바이오, 소방/방재, 시설관리, 의약·제약 외                    등록일 24/10/15",연봉상승률 30% 이상
(주)알앤쇼핑,이커머스 AMD 채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49466377&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 성남시 분당구,신입·경력,고졸↑,계약직,~ 12/24(화),"기획MD, 리테일MD, 바잉MD, 브랜드MD, 온라인MD 외                    수정일 24/11/25",취업축하금
(주)디와이솔루션,[LG화학 내 디와이솔루션] 3조 2교대 생산직 신입사원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49129211&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,충북 청주시 흥덕구,경력무관,학력무관,정규직,채용시,"단순생산직, 제조가공, 2교대, 생산기술, 공정관리 외                    수정일 24/11/12",인기있는
신원화학(주),품질관리 신입사원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49466533&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,경기 시흥시,신입,초대졸↑,정규직,~ 12/25(수),"연구원, R&D, 품질분석, 품질관리, 품질보증 외                    등록일 24/11/25",생산 스크랩 급상승
(주)엘콤,(주)엘콤 생산직 오퍼레이터 채용모집 / [충주],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49416517&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,충북 충주시,경력무관,고졸↑,정규직,~ 12/18(수),"단순생산직, 생산자동화, 생산, 전자 등록일 24/11/18",연봉상승률 20% 이상
티에이케이정보시스템㈜,2024년 티에이케이정보시스템 수시채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49265867&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,서울 강서구,경력1년↑,초대졸↑,정규직,채용시,"영업, 기술지원, 백엔드/서버개발, 유지보수, DBMS 외                    수정일 24/10/29",
한국코러스(주),한국코러스(주) 춘천본부 생산팀 팀원 및 경력직 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49289519&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,강원 춘천시,경력무관,학력무관,정규직,내일마감,"생산관리, 생산설계, 배합, 상품관리, 구매관리 외                    등록일 24/10/29",스타트업
세계식품(주),세계식품(주) 머거본 구매팀 신입사원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49390516&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,부산 영도구,신입,대졸↑,정규직,채용시,"구매관리, 구매기획, 자재구매, 구매, 식품가공 수정일 24/11/13",성과급/상여금
(주)도우인시스,(주)도우인시스 안전관리자 추가채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49320636&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=561d7a33-1fe3-41bd-96fa-700bd346d84c,충북 청주시 흥덕구,경력 3~10년,대졸↑,정규직,~ 12/01(일),"안전보건관리자, 안전관리자, 안전보건관리자, 디스플레이 등록일 24/11/01",
