회사명,제목,링크,지역,경력,학력,고용형태,마감일,직무분야,기타정보
(주)네오에스티엠,(행복한 분위기) 네오에스티엠 달성 논공 보안요원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49415718&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,대구 달성군,경력무관,고졸↑,정규직,~ 12/18(수),"경비원, 보안요원, 식당, 보안·경비업체 등록일 24/11/18",
(주)네오에스티엠,(행복한 분위기) 네오에스티엠 달성 현풍 보안요원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49415730&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,대구 달성군,경력무관,고졸↑,정규직,~ 12/18(수),"경비원, 보안요원, 식당, 보안·경비업체 등록일 24/11/18",
(주)네오에스티엠,(화목한 분위기)네오에스티엠 달성 구지공장 보안요원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49450510&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,대구 달성군,경력무관,고졸↑,정규직,~ 12/22(일),"경비원, 보안요원, 식당, 보안·경비업체 등록일 24/11/22",
(주)네오에스티엠,대구 달성 구지 공장보안요원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49450607&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경북 경산시,경력무관,고졸↑,정규직,~ 12/22(일),"경비원, 고객안내, 고객응대, 보안요원, 식당 외                    수정일 24/11/22",
(주)사이다모바일,[LG유플러스] 2024년 마지막 신입 및 정규 사원 채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49315661&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 수원시,경력무관,학력무관,정규직·계약직,~ 12/01(일),"영업, 영업관리, 거래처관리, 영업지원, 판매직 외                    등록일 24/11/01",
(주)지구자동화,[공고] MCT 가공 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49415599&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 화성시,경력무관,학력무관,정규직,~ 12/18(수),"기계조작원, 금속, 장비/공구, 도면해독, 마스터캠 외                    등록일 24/11/18",급성장중
원파인데이엔터테인먼트 주식회사,[원파인데이엔터테인먼트] 매니지먼트본부 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49445409&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 강남구,경력 3~10년,학력무관,정규직,~ 12/10(화),"연예매니저, 엔터테인먼트, 콘텐츠기획, 기획, 제2외국어 외                    수정일 24/11/21",마케팅·홍보·조사 지원 급상승
운서합동관세사무소,수입 전산 입력직 신입사원 채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49329264&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,인천 중구,신입,학력무관,정규직,채용시,"사무직, 사무보조, 관세사, 통관, 물류업 외                    등록일 24/11/04",육아휴직
운서합동관세사무소,일반사업부 수출입 통관 관세사무원 채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49390973&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,인천 중구,신입·경력,학력무관,정규직,채용시,"사무직, 사무보조, 관세사, 관세사무원, 수출입 외                    수정일 24/11/14",육아휴직
스톤코리아,(주)에픽컴퍼니 웹디자이너 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49419285&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 화성시,경력무관,학력무관,정규직·계약직,~ 12/18(수),"온라인판매, 온라인영업, 기획MD, 온라인MD, 리빙 외                    등록일 24/11/18",프리한 복장
김영모과자점(롯데점),[김영모과자점]  베이커리 생산부 채용 모집(경력환영),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49465559&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 송파구,경력무관,학력무관,정규직,~ 12/25(수),"제과/제빵사, 파티쉐, 음식료, 식품·푸드, 제과제빵점 외                    등록일 24/11/25",점심지원
(주)엠빌리지,[미닛뮤트] CS 팀원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49465059&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 성동구,신입,학력무관,정규직,~ 01/24(금),"CS, 게시판관리, 고객관리, 잡화매장 등록일 24/11/25",
래미페이먼츠(주),각 부문별 경력사원 채용모집의 건,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49280598&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 안양시 동안구,경력무관,학력무관,정규직·계약직,오늘마감,"백엔드/서버개발, 웹개발, API, Node.js, React 외                    등록일 24/10/28",
(주)은광 롯데강남지점,롯데백화점 강남점 나이키 정직원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49457168&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 강남구,신입,고졸↑,정규직,~ 12/23(월),"고객응대, 백화점, 캐셔, 콘도, 백화점 외                    등록일 24/11/23",성과급/상여금
(유)더페임,베이커리 제품 배달기사 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49463175&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 금천구,경력무관,학력무관,정규직,~ 12/02(월),"소형화물, 포장, 식품, 제과제빵점 등록일 24/11/25",
쇼핑힐링,쇼핑몰 관리 MD 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49203743&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 강남구,경력무관,학력무관,정규직,채용시,"온라인MD, 상세페이지, 쇼핑몰, 쇼핑몰 수정일 24/11/12",
중앙소아청소년과의원,[간호조무사] 경력 및 신규 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49307729&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,광주 동구,경력1년↑,학력무관,정규직,~ 11/30(토),"간호사, 간호조무사, 소아과 수정일 24/10/31",
성산한의원,"한의원 정규직(간호조무사 우대, 신입환영, 연봉3000) 채용 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49359768&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 성동구,경력무관,고졸↑,정규직,~ 12/07(토),"간호조무사, 한의원, 한의원 등록일 24/11/07",휴가비 지원
가미안-영남지사,영업사원 채용모집합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49369254&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경북 경산시,신입·경력,고졸↑,정규직,~ 12/09(월),"영업관리, 거래처관리, 판매직, 방문판매, 거래처영업 외                    수정일 24/11/09",워라밸
평촌자연과한의원,[주5일] 자연과한의원 평촌점 간호조무사 선생님 채용모집합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49389003&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 안양시 동안구,경력무관,학력무관,정규직,채용시,"간호조무사, 병원코디네이터, 원무, 접수/예약, 한의원 외                    등록일 24/11/12",
유한책임회사하이모서초지점,(주5일제/공휴일휴무)하이모 서초지점 안내데스크 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49413039&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 서초구,신입·경력,초대졸↑,정규직,~ 12/16(월),"사무직, 안내데스크, 사무행정, 안내데스크, 고객응대 외                    등록일 24/11/16",점심지원
온테리어프로젝트,온테리어프로젝트/인테리어 디자이너 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49436741&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,대구 수성구,경력1년↑,학력무관,정규직,~ 01/19(일),"건축디자인, 공간디자인, 실내디자인, 인테리어, 스케치업 외                    등록일 24/11/20",
김영모과자점,[김영모과자점] 베이커리 생산부(정규직) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49465373&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 강남구,경력무관,학력무관,정규직,~ 12/25(수),"제과/제빵사, 제과제빵점 등록일 24/11/25",점심지원
씨야드/seayard,거제면 대형카페 '씨야드 카페' 베이커리 제빵사 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49475540&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경남 거제시,신입·경력,학력무관,정규직,~ 12/26(목),"제과/제빵사, 음식료, 제과제빵점 등록일 24/11/26",
(주)지로인터내셔널,[정규직] 2024년 생활/뷰티 온라인 MD 부문 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49355212&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 강남구,경력2년↑,초대졸↑,정규직,~ 12/07(토),"사이트관리, 기획MD, 온라인MD, AMD, 상품관리 외                    등록일 24/11/07",
(주)스냅컴퍼니,[스냅컴퍼니] 스킨팀 퍼블리셔 채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49456048&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 강남구,경력,학력무관,정규직,~ 12/22(일),"웹마스터, 프론트엔드, 반응형웹, 웹표준·웹접근성, 인터페이스 외                    등록일 24/11/22",워라밸
(주)아이안피앤케이,주식회사 아이안피앤케이 영상 콘텐츠제작 인력채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49478549&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 마포구,경력무관,초대졸↑,정규직,~ 12/27(금),"영상디자이너, AD(아트디렉터), 스토리텔링, 콘텐츠기획, 시각디자인 외                    등록일 24/11/27",오늘 뜬
커리어서포트,인사기획 업무 담당자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49391791&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,전남 영암군,경력 9~14년,대졸↑,정규직,내일마감,"인사기획, 헤드헌팅 등록일 24/11/13",
(주)휴램프로,[노무법인 휴램프로 소속] 4대보험 신고 담당자 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49338157&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 금천구,경력무관,학력무관,계약직,~ 12/05(목),"ER(노무관리), 인바운드, 단순안내, ERP, 시스템관리 외                    등록일 24/11/05",연봉상승률 20% 이상
(주)건화,[건화한우다][금왕] 유통영업부문 경력 직원채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49470720&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,충북 음성군,경력5년↑,대졸↑,계약직,~ 12/26(목),"영업관리, 거래처관리, 영업직, 매출관리, 영업지원 외                    수정일 24/11/26",프리한 복장
시그마(주),[HW팀] 자동차 부품  회로 설계 Engineer 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49416512&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 화성시,경력5년↑,초대졸↑,정규직,~ 12/18(수),"연구원, 기술연구, 자동차부품 수정일 24/11/25",연봉상승률 10% 이상
(주) 엠오디,[코오롱] 마우나오션CC 골프프론트 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49193203&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경북 경주시,신입·경력,고졸↑,정규직,~ 12/13(금),"캐셔, 홀매니저, 홀서빙, 고객안내, 고객응대 외                    수정일 24/11/27",연봉상승률 10% 이상
(주)인터엠,(주)인터엠 신사업기획팀 제상품기획자 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49279240&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 도봉구,신입·경력,대졸↑,정규직,18시마감,"사업기획, 상품기획, 경영분석, 리서치, 데이터분석 외                    수정일 24/10/28",점심지원
(주) 엠오디,[대기업] 마우나오션리조트 조리파트 신입/경력 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49455052&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경북 경주시,신입·경력,초대졸↑,정규직,~ 12/22(일),"조리사, 주방보조, 주방장, 고객안내, 고객응대 외                    수정일 24/11/27",연봉상승률 10% 이상
(주)세영이앤지,(주)세영이앤지 본사 견적 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49178273&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 송파구,경력5년↑,고졸↑,정규직,채용시,"현장관리자, 건설관리, 건축설계, 건설회사, 시공사 외                    수정일 24/10/11",평균연봉 상위 10%
동방전기공업(주),변압기 설계팀 팀원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49304907&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 안산시 단원구,경력무관,고졸↑,정규직,~ 11/30(토),"2D설계, AutoCAD, CAD, 자동차, 변압기 외                    등록일 24/10/31",
동방전기공업(주),변압기 검사팀장 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49304891&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 안산시 단원구,경력3년↑,고졸↑,정규직,~ 11/30(토),"계측제어, 변압기, 제품검사, 제품시험, 변압기시험 외                    등록일 24/10/31",
(주)아인스미디어,[NICE그룹계열사] 디지털광고 기획 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49374323&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 금천구,경력3년↑,초대졸↑,정규직,~ 01/10(금),"마케팅기획, 마케팅전략, 콘텐츠기획, 광고마케팅, 디지털마케팅 외                    수정일 24/11/27",연봉상승률 10% 이상
(주)부원비엠에스,영업부 직원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49398003&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,충북 충주시,경력무관,초대졸↑,정규직,~ 01/13(월),"영업, 금속, 금속재료 수정일 24/11/14",연봉상승률 10% 이상
(주)디케이티,(주)디케이티 ES개발팀 BMS 하드웨어 설계업무 채용 모집 [경력],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49291285&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,인천 부평구,경력 5~10년,대졸↑,정규직,내일마감,"H/W, 기계설계, 회로설계, 솔리드웍스, AutoCAD 외                    등록일 24/10/29",점심지원
(주)프로이천,(코스닥상장업체)기술영업  인력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49434742&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 군포시,경력 5~10년,초대졸↑,정규직,~ 12/20(금),"영업, 매출관리, 기업영업, 기술영업, 수출입 외                    등록일 24/11/20",장기근속 포상
투썸플레이스(주),[직영]투썸플레이스 점포 캡틴(월급제 사원) 채용 모집 진행,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49186115&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 중구,경력무관,고졸↑,무기계약직·계약직,~ 12/13(금),"바리스타, 백화점, 서점, 식당, 카페 외                    수정일 24/11/14",유연근무제
(주)성원아이에스엠,[영업직] 유니폼 B2B 사업부문 영업 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49358726&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 남양주시,경력무관,초대졸↑,정규직,채용시,"영업, 영업관리, 거래처관리, 영업직, 매출관리 외                    등록일 24/11/07",성과급/상여금
한우물중공업(주),"강교(보도육교), 합성보 설계영업 인원 채용 모집 공고 (정규직)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49482095&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 군포시,경력5년↑,초대졸↑,정규직,~ 12/27(금),"건축구조설계, 토목설계, CAD, 건설회사, 시공사 외                    수정일 24/11/27",오늘 뜬
(주)아이티엔티,(주)아이티엔티 기구설계 경력직원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49287783&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 용인시 기흥구,경력10년↓,대졸↑,정규직,채용시,"기계설계, 기구설계, 반도체 등록일 24/10/28",평균연봉 상위 10%
와이앤케이파트너스대부(주),[정규직]채권지원팀 일반 사무업무 직원 채용 모집(사원~과장),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49141194&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 서초구,경력무관,고졸↑,정규직,~ 12/06(금),"사무직, 문서작성, 사무보조, 사무행정, 금융기관 수정일 24/10/07",연봉상승률 10% 이상
(의)리노의료재단,[유성웰니스재활병원] 영양실 (조리사) 채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49295585&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,대전 유성구,경력 3~10년,학력무관,정규직,~ 11/30(토),"조리사, 주방, 구내식당 등록일 24/10/29",점심지원
(주)블루비즈,스마트팩토리 MES 기획 설계-PM/PL 경력자 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49389378&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,전북 전주시 덕진구,경력 3~20년,초대졸↑,정규직,~ 01/12(일),"PL(프로젝트리더), PM(프로젝트매니저), 사업관리, RFP(제안요청서), 기획 외                    등록일 24/11/13",성과급/상여금
찬호종합건설(주),건설회사 본사 채용 모집(회계관리),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49291042&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 구리시,신입·경력,초대졸↑,정규직,채용시,"더존, 관리회계, 회계, 토목회사 수정일 24/10/29",급성장중
아피아엔지니어링,소프트웨어 개발자 채용모집(경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49384152&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경남 진주시,경력무관,대졸↑,정규직,~ 12/12(목),"임베디드, 정보통신, S/W, C++, C언어 외                    등록일 24/11/12",스타트업
(주)그루비코스메틱,(주)그루비코스메틱 화장품OEM/ODM영업부신규채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49113181&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 광명시,경력무관,학력무관,정규직,채용시,"영업, 영업관리, 화장품영업, 화장품 등록일 24/10/01",급성장중
한올씨앤이(주),"전기 , 전선 케이블 영업관리 신입 및 경력 직원 채용 모집공고",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49260723&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 서초구,경력무관,학력무관,정규직,~ 11/30(토),"영업, 영업관리, 기술영업, 거래처영업, 전선케이블영업 외                    수정일 24/10/30",급성장중
(주)휴센텍,"[H/W,본사,경력] 기술연구소 H/W 연구직 채용 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49483087&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,경기 안양시 동안구,경력 10~15년,대졸↑,정규직,~ 01/26(일),"임베디드, FPGA, H/W, Verilog, 임베디드리눅스 외                    등록일 24/11/27",오늘 뜬
(주)성백에프엔에스,33떡볶이 외식 프랜차이즈 가맹점 교육담당 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49295972&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,서울 송파구,경력 1~3년,학력무관,정규직,내일마감,"가맹점관리, 프랜차이즈 수정일 24/10/29",영업·판매·무역 조회 급상승
검단탑병원,[검단탑병원] 내시경실 간호조무사 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49316338&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=64bbc8fd-b873-4b57-b5fa-eb562c8bcab0,인천 서구,경력무관,학력무관,계약직,~ 12/01(일),"간호조무사, 내시경실, 종합병원 등록일 24/11/01",점심지원
