회사명,제목,링크,지역,경력,학력,고용형태,마감일,직무분야,기타정보
김앨빈유외과의원,김앨빈유외과 에스테틱 피부관리사 채용모집함.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49480147&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,부산 연제구,경력1년↑,고졸↑,정규직,~ 12/27(금),"병원코디네이터, 드레싱보조, 병원관리, 외래, 입원관리 외                    등록일 24/11/27",오늘 뜬
(주)지로인터내셔널,[정규직] 2024년 네이버 스마트스토어 MD 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49227293&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 강남구,경력2년↑,초대졸↑,정규직,~ 12/07(토),"사이트관리, 기획MD, 온라인MD, AMD, 상품관리 외                    수정일 24/11/18",
치유한방병원,치유한방병원 미화직원  채용 모집합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49255814&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,인천 미추홀구,경력무관,학력무관,정규직,채용시,"미화원, 청소, 전문병원 수정일 24/11/26",
(주)프라뱅,[프라뱅] JAVA 백엔드 개발자 경력자 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49347782&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 강서구,경력5년↑,학력무관,정규직,채용시,"백엔드/서버개발, 웹개발, API, Java, MSSQL 외                    등록일 24/11/06",IT개발·데이터 지원 급상승
서경건설(주),서경건설(주) 본사 공무팀 (건축공사담당) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49361083&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경기 성남시 수정구,경력,초대졸↑,정규직,~ 12/08(일),"공무, 건설회사 등록일 24/11/08",점심지원
(주)협성임프,감리보조(공무) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49409458&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,부산 연제구,경력무관,고졸↑,정규직,~ 11/29(금),"CM(건설사업관리), 통신설계, 설계보조, 통신공사, 감리원 외                    수정일 24/11/22",워라밸
계룡건설산업(주),[하자보수] 동탄제로에너지 입주단지 직영반장 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49401173&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경기 화성시,경력5년↑,학력무관,기간제·계약직,~ 12/14(토),"공무, 다기능공, 시공관리자, 작업반장, 건설관리 외                    등록일 24/11/14",
부산도시철도운영서비스(주),오폐수 환경기술인 기간제 채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49399896&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,부산 강서구,경력무관,학력무관,기간제·계약직,~ 12/20(금),"수질환경기사, 보안·경비업체, 청소·방역 등록일 24/11/14",
(주)디오,(주)디오 경기본부(경기지점) 관리 직원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49332944&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경기 수원시 영통구,경력무관,초대졸↑,정규직,채용시,"영업관리, 영업지원, 의료·보건, 바이오 수정일 24/11/12",워라밸
(주)비젼코베아,[가족친화인증기업] 코베아(캠핑용품) 영업부 VMD 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49337052&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,인천 계양구,신입·경력,학력무관,정규직,~ 12/05(목),"VMD, 로드샵, 쇼핑몰, 스포츠용품, POP 외                    등록일 24/11/05",상품기획·MD 조회 급상승
(주)아이엠티,시뮬레이터 개발자 SW 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49392489&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,세종특별자치시,경력무관,학력무관,정규직,~ 01/12(일),"S/W, 인터페이스, .NET, C#, C++ 외                    등록일 24/11/13",재택근무
(주)케이사인,(주)케이사인 연구소 병역특례 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49255145&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경기 과천시,경력무관,대졸↑,정규직·전문연구요원,~ 12/22(일),"기술지원, 데이터분석가, 솔루션, 악성코드, 취약점진단 외                    등록일 24/10/23",워라밸
(주)세방씨앤에프,온라인 마케팅 경력사원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49475855&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경북 구미시,경력4년↑,초대졸↑,정규직,~ 12/26(목),"마케팅기획, 마케팅전략, 블로그마케팅, 온라인마케팅, 마케팅 외                    등록일 24/11/26",연봉상승률 10% 이상
(주)제이스,"[제이스] 화장품 브랜드 MD 경력,신규 채용 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49193960&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 마포구,경력무관,초대졸↑,정규직,채용시,"영업MD, 기획MD, 리테일MD, 브랜드MD, 영업MD 외                    수정일 24/10/14",영업·판매·무역 지원 급상승
(주)더세이프렌터카,더세이프렌터카 현장프로덕트팀[차량준비+차량이동] 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49429598&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,제주 제주시,경력무관,학력무관,정규직,채용시,"세차원, 차량도우미, 고객안내, 고객응대, 렌탈 외                    등록일 24/11/19",급성장중
(주)혜성테크윈,광통신 / 정보통신 제품 생산 및 품질관리부 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49363682&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경기 성남시 중원구,경력,초대졸↑,정규직,~ 12/08(일),"네트워크, 정보통신, 펌웨어, 생산관리, 기술엔지니어 외                    수정일 24/11/27",연봉상승률 20% 이상
(주)에스에이치아이엔티,(주)SH-INT 생산기술/공무 현장관리직(경력직)채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49206203&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경남 김해시,경력5년↑,고졸↑,정규직,채용시,"설비점검, 설비OP, 기술엔지니어, 기구설계, 사출성형 외                    등록일 24/10/16",급성장중
(주)정도참치,현장직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49360718&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,부산 사하구,경력무관,고졸↑,정규직,~ 12/08(일),"단순생산직, 품질검사원, 절단가공, 수산업 등록일 24/11/08",
(주)스마트레이더시스템,영업관리 경력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49250772&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경기 성남시 분당구,경력 3~20년,학력무관,정규직,~ 12/21(토),"영업, 영업관리, 거래처관리, 매출관리, 영업지원 외                    등록일 24/10/22",시리즈B 투자유치
(주)일삼울산공장,[영업] 영업관리 신입사원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49240374&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,울산 울주군,신입·경력,초대졸↑,정규직,채용시,"영업, 영업관리, 거래처관리, 영업지원, 영업기획 외                    수정일 24/10/22",
(주)대원정공,[방산] 총무/보안 부문 신입/경력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49447227&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경남 창원시,경력무관,고졸↑,정규직,~ 12/21(토),"영업, 매출관리, 고객관리, 기타제조업 등록일 24/11/21",스타트업
(주)네오에스티엠,(화목한 분위기) 네오에스티엠 영천공장 보안요원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49370359&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경북 영천시,경력무관,고졸↑,정규직,~ 12/10(화),"경비원, 보안요원, 식당, 보안·경비업체 등록일 24/11/10",
(주)네오에스티엠,(행복한 분위기) 네오에스티엠 달성 논공 보안요원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49415718&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,대구 달성군,경력무관,고졸↑,정규직,~ 12/18(수),"경비원, 보안요원, 식당, 보안·경비업체 등록일 24/11/18",
(주)네오에스티엠,(행복한 분위기) 네오에스티엠 달성 현풍 보안요원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49415730&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,대구 달성군,경력무관,고졸↑,정규직,~ 12/18(수),"경비원, 보안요원, 식당, 보안·경비업체 등록일 24/11/18",
(주)네오에스티엠,(화목한 분위기)네오에스티엠 달성 구지공장 보안요원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49450510&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,대구 달성군,경력무관,고졸↑,정규직,~ 12/22(일),"경비원, 보안요원, 식당, 보안·경비업체 등록일 24/11/22",
(주)네오에스티엠,대구 달성 구지 공장보안요원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49450607&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경북 경산시,경력무관,고졸↑,정규직,~ 12/22(일),"경비원, 고객안내, 고객응대, 보안요원, 식당 외                    수정일 24/11/22",
(주)사이다모바일,[LG유플러스] 2024년 마지막 신입 및 정규 사원 채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49315661&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경기 수원시,경력무관,학력무관,정규직·계약직,~ 12/01(일),"영업, 영업관리, 거래처관리, 영업지원, 판매직 외                    등록일 24/11/01",
(주)지구자동화,[공고] MCT 가공 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49415599&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경기 화성시,경력무관,학력무관,정규직,~ 12/18(수),"기계조작원, 금속, 장비/공구, 도면해독, 마스터캠 외                    등록일 24/11/18",급성장중
원파인데이엔터테인먼트 주식회사,[원파인데이엔터테인먼트] 매니지먼트본부 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49445409&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 강남구,경력 3~10년,학력무관,정규직,~ 12/10(화),"연예매니저, 엔터테인먼트, 콘텐츠기획, 기획, 제2외국어 외                    수정일 24/11/21",미디어·문화·스포츠 지원 급상승
운서합동관세사무소,수입 전산 입력직 신입사원 채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49329264&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,인천 중구,신입,학력무관,정규직,채용시,"사무직, 사무보조, 관세사, 통관, 물류업 외                    등록일 24/11/04",육아휴직
운서합동관세사무소,일반사업부 수출입 통관 관세사무원 채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49390973&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,인천 중구,신입·경력,학력무관,정규직,채용시,"사무직, 사무보조, 관세사, 관세사무원, 수출입 외                    수정일 24/11/14",육아휴직
스톤코리아,(주)에픽컴퍼니 웹디자이너 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49419285&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경기 화성시,경력무관,학력무관,정규직·계약직,~ 12/18(수),"온라인판매, 온라인영업, 기획MD, 온라인MD, 리빙 외                    등록일 24/11/18",프리한 복장
김영모과자점(롯데점),[김영모과자점]  베이커리 생산부 채용 모집(경력환영),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49465559&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 송파구,경력무관,학력무관,정규직,~ 12/25(수),"제과/제빵사, 파티쉐, 음식료, 식품·푸드, 제과제빵점 외                    등록일 24/11/25",점심지원
(주)엠빌리지,[미닛뮤트] CS 팀원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49465059&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 성동구,신입,학력무관,정규직,~ 01/24(금),"CS, 게시판관리, 고객관리, 잡화매장 등록일 24/11/25",
래미페이먼츠(주),각 부문별 경력사원 채용모집의 건,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49280598&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경기 안양시 동안구,경력무관,학력무관,정규직·계약직,오늘마감,"백엔드/서버개발, 웹개발, API, Node.js, React 외                    등록일 24/10/28",
(주)은광 롯데강남지점,롯데백화점 강남점 나이키 정직원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49457168&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 강남구,신입,고졸↑,정규직,~ 12/23(월),"고객응대, 백화점, 캐셔, 콘도, 백화점 외                    등록일 24/11/23",성과급/상여금
(유)더페임,베이커리 제품 배달기사 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49463175&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 금천구,경력무관,학력무관,정규직,~ 12/02(월),"소형화물, 포장, 식품, 제과제빵점 등록일 24/11/25",
쇼핑힐링,쇼핑몰 관리 MD 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49203743&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 강남구,경력무관,학력무관,정규직,채용시,"온라인MD, 상세페이지, 쇼핑몰, 쇼핑몰 수정일 24/11/12",
중앙소아청소년과의원,[간호조무사] 경력 및 신규 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49307729&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,광주 동구,경력1년↑,학력무관,정규직,~ 11/30(토),"간호사, 간호조무사, 소아과 수정일 24/10/31",
성산한의원,"한의원 정규직(간호조무사 우대, 신입환영, 연봉3000) 채용 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49359768&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 성동구,경력무관,고졸↑,정규직,~ 12/07(토),"간호조무사, 한의원, 한의원 등록일 24/11/07",휴가비 지원
가미안-영남지사,영업사원 채용모집합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49369254&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경북 경산시,신입·경력,고졸↑,정규직,~ 12/09(월),"영업관리, 거래처관리, 판매직, 방문판매, 거래처영업 외                    수정일 24/11/09",워라밸
평촌자연과한의원,[주5일] 자연과한의원 평촌점 간호조무사 선생님 채용모집합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49389003&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경기 안양시 동안구,경력무관,학력무관,정규직,채용시,"간호조무사, 병원코디네이터, 원무, 접수/예약, 한의원 외                    등록일 24/11/12",
유한책임회사하이모서초지점,(주5일제/공휴일휴무)하이모 서초지점 안내데스크 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49413039&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 서초구,신입·경력,초대졸↑,정규직,~ 12/16(월),"사무직, 안내데스크, 사무행정, 안내데스크, 고객응대 외                    등록일 24/11/16",점심지원
온테리어프로젝트,온테리어프로젝트/인테리어 디자이너 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49436741&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,대구 수성구,경력1년↑,학력무관,정규직,~ 01/19(일),"건축디자인, 공간디자인, 실내디자인, 인테리어, 스케치업 외                    등록일 24/11/20",
김영모과자점,[김영모과자점] 베이커리 생산부(정규직) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49465373&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 강남구,경력무관,학력무관,정규직,~ 12/25(수),"제과/제빵사, 제과제빵점 등록일 24/11/25",점심지원
씨야드/seayard,거제면 대형카페 '씨야드 카페' 베이커리 제빵사 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49475540&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경남 거제시,신입·경력,학력무관,정규직,~ 12/26(목),"제과/제빵사, 음식료, 제과제빵점 등록일 24/11/26",
(주)지로인터내셔널,[정규직] 2024년 생활/뷰티 온라인 MD 부문 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49355212&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 강남구,경력2년↑,초대졸↑,정규직,~ 12/07(토),"사이트관리, 기획MD, 온라인MD, AMD, 상품관리 외                    등록일 24/11/07",
(주)스냅컴퍼니,[스냅컴퍼니] 스킨팀 퍼블리셔 채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49456048&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 강남구,경력,학력무관,정규직,~ 12/22(일),"웹마스터, 프론트엔드, 반응형웹, 웹표준·웹접근성, 인터페이스 외                    등록일 24/11/22",워라밸
(주)아이안피앤케이,주식회사 아이안피앤케이 기획/디자인인력채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49478429&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 마포구,경력무관,초대졸↑,정규직,~ 12/27(금),"영상디자이너, AD(아트디렉터), 스토리텔링, 콘텐츠기획, 시각디자인 외                    등록일 24/11/27",오늘 뜬
(주)아이안피앤케이,주식회사 아이안피앤케이 영상 콘텐츠제작 인력채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49478549&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 마포구,경력무관,초대졸↑,정규직,~ 12/27(금),"영상디자이너, AD(아트디렉터), 스토리텔링, 콘텐츠기획, 시각디자인 외                    등록일 24/11/27",오늘 뜬
(재)서울특별시50플러스재단,2024년 제4차 직원채용 모집공고(사업·행정),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49480584&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 광진구,경력무관,학력무관,계약직,~ 12/06(금),"사업기획, 사업개발, 사업관리, 기획 수정일 24/11/27",
커리어서포트,인사기획 업무 담당자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49391791&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,전남 영암군,경력 9~14년,대졸↑,정규직,내일마감,"인사기획, 헤드헌팅 등록일 24/11/13",
(주)휴램프로,[노무법인 휴램프로 소속] 4대보험 신고 담당자 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49338157&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,서울 금천구,경력무관,학력무관,계약직,~ 12/05(목),"ER(노무관리), 인바운드, 단순안내, ERP, 시스템관리 외                    등록일 24/11/05",연봉상승률 20% 이상
(주)건화,[건화한우다][금왕] 유통영업부문 경력 직원채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49470720&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,충북 음성군,경력5년↑,대졸↑,계약직,~ 12/26(목),"영업관리, 거래처관리, 영업직, 매출관리, 영업지원 외                    수정일 24/11/26",프리한 복장
시그마(주),[HW팀] 자동차 부품  회로 설계 Engineer 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49416512&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경기 화성시,경력5년↑,초대졸↑,정규직,~ 12/18(수),"연구원, 기술연구, 자동차부품 수정일 24/11/25",연봉상승률 10% 이상
(주) 엠오디,[코오롱] 마우나오션CC 골프프론트 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49193203&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=6039c426-3225-48f1-8cd5-28d43698c04c,경북 경주시,신입·경력,고졸↑,정규직,~ 12/13(금),"캐셔, 홀매니저, 홀서빙, 고객안내, 고객응대 외                    수정일 24/11/27",연봉상승률 10% 이상
